Linux 6.1.0-37-amd64 (dep881-unknown25827779.i.nease.net) 	08/20/26 	_x86_64_	(16 CPU)

17:04:00     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:16       1   46.60    0.00   21.36    0.00    0.00    6.80    3.88    0.00    0.00   21.36
17:04:16       2   49.51    0.00   26.21    0.00    0.00    3.88    5.83    0.00    0.00   14.56
17:04:16       3   43.88    0.00   11.22    5.10    0.00    7.14    4.08    0.00    0.00   28.57
17:04:16       4   51.92    0.00   10.58    0.00    0.00    6.73    3.85    0.00    0.00   26.92
17:04:16       5   50.51    0.00   13.13    0.00    0.00    9.09    3.03    0.00    0.00   24.24
17:04:16       6   52.94    0.00   19.61    0.00    0.00    8.82    3.92    0.00    0.00   14.71
17:04:16       7   41.35    0.00   10.58    0.00    0.00    9.62    3.85    0.00    0.00   34.62
17:04:16       8   51.02    0.00   21.43    0.00    0.00    3.06    5.10    0.00    0.00   19.39
17:04:16       9   40.38    0.00   14.42    1.92    0.00    1.92    4.81    0.00    0.00   36.54
17:04:16      10   48.96    0.00   13.54    4.17    0.00    1.04    4.17    0.00    0.00   28.12
17:04:16      11   44.33    0.00   20.62    1.03    0.00    2.06    5.15    0.00    0.00   26.80
17:04:16      12   41.51    0.00   23.58    2.83    0.00    2.83    5.66    0.00    0.00   23.58
17:04:16      13   51.43    0.00    9.52    0.00    0.00    0.95    3.81    0.00    0.00   34.29
17:04:16      14   36.96    0.00   17.39    5.43    0.00    2.17    4.35    0.00    0.00   33.70
17:04:16      15   56.00    0.00   12.00    2.00    0.00    2.00    4.00    0.00    0.00   24.00

17:04:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:17     all   47.02    0.00   16.30    1.38    0.00    5.27    2.26    0.00    0.00   27.77
17:04:17       0   41.00    0.00   21.00    1.00    0.00    4.00    4.00    0.00    0.00   29.00
17:04:17       1   56.57    0.00    8.08    0.00    0.00   13.13    2.02    0.00    0.00   20.20
17:04:17       2   35.42    0.00   15.62    0.00    0.00   12.50    2.08    0.00    0.00   34.38
17:04:17       3   36.73    0.00   21.43    2.04    0.00   11.22    3.06    0.00    0.00   25.51
17:04:17       4   45.26    0.00   13.68    2.11    0.00    8.42    2.11    0.00    0.00   28.42
17:04:17       5   36.36    0.00   21.21    0.00    0.00    8.08    2.02    0.00    0.00   32.32
17:04:17       6   41.67    0.00   19.79    3.12    0.00    8.33    2.08    0.00    0.00   25.00
17:04:17       7   46.15    0.00   17.31    0.00    0.00    2.88    2.88    0.00    0.00   30.77
17:04:17       8   53.47    0.00   17.82    0.99    0.00    0.00    1.98    0.00    0.00   25.74
17:04:17       9   49.51    0.00    9.71    0.97    0.00    3.88    1.94    0.00    0.00   33.98
17:04:17      10   52.53    0.00   14.14    0.00    0.00    2.02    1.01    0.00    0.00   30.30
17:04:17      11   33.66    0.00   22.77    9.90    0.00    2.97    1.98    0.00    0.00   28.71
17:04:17      12   55.88    0.00   15.69    0.00    0.00    1.96    1.96    0.00    0.00   24.51
17:04:17      13   54.64    0.00   21.65    0.00    0.00    2.06    2.06    0.00    0.00   19.59
17:04:17      14   48.51    0.00   11.88    0.99    0.00    2.97    2.97    0.00    0.00   32.67
17:04:17      15   63.46    0.00    9.62    0.96    0.00    0.96    1.92    0.00    0.00   23.08

17:04:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:18     all   47.11    0.00   15.68    1.57    0.00    5.21    2.57    0.00    0.00   27.85
17:04:18       0   51.00    0.00   16.00    1.00    0.00    4.00    2.00    0.00    0.00   26.00
17:04:18       1   47.47    0.00   10.10    4.04    0.00   10.10    2.02    0.00    0.00   26.26
17:04:18       2   48.48    0.00   19.19    0.00    0.00    4.04    3.03    0.00    0.00   25.25
17:04:18       3   45.92    0.00   11.22    0.00    0.00    9.18    2.04    0.00    0.00   31.63
17:04:18       4   40.82    0.00   14.29    6.12    0.00   11.22    2.04    0.00    0.00   25.51
17:04:18       5   43.81    0.00   20.00    0.00    0.00    6.67    3.81    0.00    0.00   25.71
17:04:18       6   39.81    0.00   19.42    0.00    0.00   11.65    1.94    0.00    0.00   27.18
17:04:18       7   45.10    0.00   14.71    0.00    0.00    6.86    2.94    0.00    0.00   30.39
17:04:18       8   42.06    0.00   15.89    4.67    0.00    3.74    2.80    0.00    0.00   30.84
17:04:18       9   36.46    0.00   16.67    4.17    0.00    2.08    3.12    0.00    0.00   37.50
17:04:18      10   46.46    0.00   12.12    3.03    0.00    2.02    3.03    0.00    0.00   33.33
17:04:18      11   55.67    0.00   19.59    0.00    0.00    2.06    4.12    0.00    0.00   18.56
17:04:18      12   60.42    0.00   11.46    2.08    0.00    3.12    1.04    0.00    0.00   21.88
17:04:18      13   47.42    0.00   24.74    0.00    0.00    2.06    2.06    0.00    0.00   23.71
17:04:18      14   52.48    0.00   11.88    0.00    0.00    2.97    1.98    0.00    0.00   30.69
17:04:18      15   51.55    0.00   13.40    0.00    0.00    1.03    3.09    0.00    0.00   30.93

17:04:18     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:19     all   46.64    0.00   15.46    1.76    0.00    4.78    2.70    0.00    0.00   28.66
17:04:19       0   44.12    0.00   14.71    3.92    0.00    4.90    3.92    0.00    0.00   28.43
17:04:19       1   54.64    0.00    8.25    1.03    0.00    8.25    2.06    0.00    0.00   25.77
17:04:19       2   50.51    0.00   17.17    0.00    0.00    8.08    2.02    0.00    0.00   22.22
17:04:19       3   47.96    0.00   20.41    0.00    0.00    7.14    1.02    0.00    0.00   23.47
17:04:19       4   31.31    0.00   18.18   11.11    0.00    6.06    4.04    0.00    0.00   29.29
17:04:19       5   32.99    0.00   25.77    0.00    0.00    7.22    3.09    0.00    0.00   30.93
17:04:19       6   39.80    0.00   19.39    5.10    0.00    7.14    3.06    0.00    0.00   25.51
17:04:19       7   49.49    0.00   12.12    0.00    0.00   10.10    2.02    0.00    0.00   26.26
17:04:19       8   46.73    0.00   13.08    0.00    0.00    1.87    2.80    0.00    0.00   35.51
17:04:19       9   47.92    0.00    5.21    1.04    0.00    2.08    3.12    0.00    0.00   40.62
17:04:19      10   42.27    0.00   18.56    1.03    0.00    3.09    3.09    0.00    0.00   31.96
17:04:19      11   58.59    0.00   11.11    0.00    0.00    1.01    1.01    0.00    0.00   28.28
17:04:19      12   57.43    0.00   10.89    0.00    0.00    2.97    2.97    0.00    0.00   25.74
17:04:19      13   48.54    0.00   17.48    0.00    0.00    1.94    2.91    0.00    0.00   29.13
17:04:19      14   51.06    0.00   19.15    0.00    0.00    2.13    3.19    0.00    0.00   24.47
17:04:19      15   42.86    0.00   16.19    4.76    0.00    2.86    2.86    0.00    0.00   30.48

17:04:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:20     all   45.24    0.00   15.02    1.26    0.00    5.68    4.16    0.00    0.00   28.64
17:04:20       0   33.66    0.00   15.84    1.98    0.00    9.90    3.96    0.00    0.00   34.65
17:04:20       1   49.02    0.00   13.73    0.00    0.00    4.90    3.92    0.00    0.00   28.43
17:04:20       2   42.00    0.00   16.00    3.00    0.00    9.00    5.00    0.00    0.00   25.00
17:04:20       3   67.00    0.00    5.00    0.00    0.00    4.00    3.00    0.00    0.00   21.00
17:04:20       4   43.88    0.00   17.35    0.00    0.00   12.24    3.06    0.00    0.00   23.47
17:04:20       5   40.82    0.00   13.27    0.00    0.00   16.33    4.08    0.00    0.00   25.51
17:04:20       6   39.36    0.00   15.96   10.64    0.00    5.32    4.26    0.00    0.00   24.47
17:04:20       7   48.00    0.00    9.00    0.00    0.00   12.00    3.00    0.00    0.00   28.00
17:04:20       8   42.16    0.00   15.69    0.00    0.00    3.92    4.90    0.00    0.00   33.33
17:04:20       9   42.71    0.00   13.54    1.04    0.00    2.08    5.21    0.00    0.00   35.42
17:04:20      10   37.76    0.00   23.47    0.00    0.00    0.00    5.10    0.00    0.00   33.67
17:04:20      11   39.42    0.00   16.35    2.88    0.00    0.96    4.81    0.00    0.00   35.58
17:04:20      12   53.68    0.00   12.63    0.00    0.00    1.05    4.21    0.00    0.00   28.42
17:04:20      13   51.00    0.00   20.00    0.00    0.00    2.00    4.00    0.00    0.00   23.00
17:04:20      14   40.00    0.00   19.00    0.00    0.00    3.00    5.00    0.00    0.00   33.00
17:04:20      15   53.61    0.00   13.40    1.03    0.00    4.12    3.09    0.00    0.00   24.74

17:04:20     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:21     all   43.88    0.00   16.59    1.62    0.00    5.22    3.92    0.00    0.00   28.78
17:04:21       0   46.60    0.00   13.59    0.00    0.00    5.83    3.88    0.00    0.00   30.10
17:04:21       1   37.00    0.00   20.00    2.00    0.00    6.00    4.00    0.00    0.00   31.00
17:04:21       2   37.11    0.00   14.43    6.19    0.00    5.15    5.15    0.00    0.00   31.96
17:04:21       3   39.81    0.00   17.48    0.97    0.00    6.80    4.85    0.00    0.00   30.10
17:04:21       4   58.59    0.00   18.18    0.00    0.00    2.02    4.04    0.00    0.00   17.17
17:04:21       5   42.57    0.00    8.91    3.96    0.00   12.87    2.97    0.00    0.00   28.71
17:04:21       6   34.00    0.00   15.00    6.00    0.00   10.00    4.00    0.00    0.00   31.00
17:04:21       7   39.00    0.00   13.00    0.00    0.00   17.00    4.00    0.00    0.00   27.00
17:04:21       8   50.98    0.00   14.71    0.00    0.00    1.96    3.92    0.00    0.00   28.43
17:04:21       9   43.81    0.00    6.67    0.95    0.00    2.86    2.86    0.00    0.00   42.86
17:04:21      10   49.50    0.00   16.83    0.00    0.00    0.99    2.97    0.00    0.00   29.70
17:04:21      11   42.42    0.00   25.25    3.03    0.00    1.01    5.05    0.00    0.00   23.23
17:04:21      12   57.28    0.00   13.59    0.00    0.00    0.97    2.91    0.00    0.00   25.24
17:04:21      13   49.47    0.00   18.95    0.00    0.00    1.05    4.21    0.00    0.00   26.32
17:04:21      14   39.80    0.00   25.51    3.06    0.00    3.06    4.08    0.00    0.00   24.49
17:04:21      15   33.98    0.00   24.27    0.00    0.00    5.83    3.88    0.00    0.00   32.04

17:04:21     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:22     all   43.95    0.00   15.86    1.56    0.00    4.49    4.49    0.00    0.00   29.65
17:04:22       0   39.81    0.00   17.48    0.00    0.00    5.83    5.83    0.00    0.00   31.07
17:04:22       1   53.00    0.00   12.00    0.00    0.00    5.00    4.00    0.00    0.00   26.00
17:04:22       2   38.00    0.00   21.00    2.00    0.00    4.00    5.00    0.00    0.00   30.00
17:04:22       3   48.51    0.00   11.88    0.99    0.00    5.94    3.96    0.00    0.00   28.71
17:04:22       4   54.46    0.00    9.90    0.00    0.00    7.92    2.97    0.00    0.00   24.75
17:04:22       5   31.63    0.00   15.31    2.04    0.00   10.20    5.10    0.00    0.00   35.71
17:04:22       6   39.18    0.00   17.53    1.03    0.00    7.22    6.19    0.00    0.00   28.87
17:04:22       7   44.44    0.00   12.12    2.02    0.00    8.08    4.04    0.00    0.00   29.29
17:04:22       8   45.71    0.00   17.14    0.00    0.00    3.81    3.81    0.00    0.00   29.52
17:04:22       9   45.10    0.00   16.67    0.00    0.00    2.94    4.90    0.00    0.00   30.39
17:04:22      10   40.00    0.00   20.00    0.00    0.00    2.11    6.32    0.00    0.00   31.58
17:04:22      11   45.63    0.00   20.39    6.80    0.00    1.94    3.88    0.00    0.00   21.36
17:04:22      12   43.43    0.00   20.20    0.00    0.00    0.00    5.05    0.00    0.00   31.31
17:04:22      13   37.11    0.00   15.46    9.28    0.00    3.09    4.12    0.00    0.00   30.93
17:04:22      14   45.92    0.00   18.37    0.00    0.00    2.04    3.06    0.00    0.00   30.61
17:04:22      15   50.00    0.00    8.65    0.96    0.00    1.92    3.85    0.00    0.00   34.62

17:04:22     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:23     all   43.45    0.00   14.55    1.20    0.00    4.53    2.90    0.00    0.00   33.38
17:04:23       0   31.68    0.00   16.83    0.00    0.00   10.89    3.96    0.00    0.00   36.63
17:04:23       1   38.38    0.00   12.12    1.01    0.00    3.03    4.04    0.00    0.00   41.41
17:04:23       2   50.00    0.00   10.42    0.00    0.00    5.21    2.08    0.00    0.00   32.29
17:04:23       3   41.41    0.00   11.11    0.00    0.00    9.09    2.02    0.00    0.00   36.36
17:04:23       4   47.96    0.00    7.14    0.00    0.00    5.10    2.04    0.00    0.00   37.76
17:04:23       5   41.75    0.00   19.42    0.00    0.00    5.83    2.91    0.00    0.00   30.10
17:04:23       6   29.90    0.00   19.59    7.22    0.00    4.12    4.12    0.00    0.00   35.05
17:04:23       7   36.79    0.00   16.98    0.00    0.00    9.43    2.83    0.00    0.00   33.96
17:04:23       8   60.00    0.00   12.00    0.00    0.00    2.00    2.00    0.00    0.00   24.00
17:04:23       9   47.00    0.00   17.00    0.00    0.00    0.00    4.00    0.00    0.00   32.00
17:04:23      10   51.04    0.00   14.58    0.00    0.00    4.17    1.04    0.00    0.00   29.17
17:04:23      11   33.66    0.00   17.82    6.93    0.00    2.97    2.97    0.00    0.00   35.64
17:04:23      12   50.00    0.00   13.00    0.00    0.00    3.00    3.00    0.00    0.00   31.00
17:04:23      13   40.62    0.00   13.54    3.12    0.00    2.08    3.12    0.00    0.00   37.50
17:04:23      14   52.04    0.00   16.33    0.00    0.00    3.06    3.06    0.00    0.00   25.51
17:04:23      15   43.88    0.00   14.29    1.02    0.00    2.04    3.06    0.00    0.00   35.71

17:04:23     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:24     all   43.49    0.00   16.13    1.74    0.00    5.52    3.66    0.00    0.00   29.47
17:04:24       0   30.61    0.00   13.27    6.12    0.00    8.16    4.08    0.00    0.00   37.76
17:04:24       1   42.16    0.00   18.63    0.00    0.00    5.88    3.92    0.00    0.00   29.41
17:04:24       2   38.00    0.00   21.00    2.00    0.00    9.00    4.00    0.00    0.00   26.00
17:04:24       3   40.40    0.00   10.10    3.03    0.00    9.09    3.03    0.00    0.00   34.34
17:04:24       4   39.39    0.00   15.15    5.05    0.00    7.07    3.03    0.00    0.00   30.30
17:04:24       5   46.46    0.00   20.20    0.00    0.00    7.07    4.04    0.00    0.00   22.22
17:04:24       6   28.87    0.00   21.65    0.00    0.00   11.34    3.09    0.00    0.00   35.05
17:04:24       7   47.57    0.00   11.65    0.00    0.00    9.71    2.91    0.00    0.00   28.16
17:04:24       8   60.00    0.00   13.68    0.00    0.00    2.11    2.11    0.00    0.00   22.11
17:04:24       9   40.95    0.00   13.33    2.86    0.00    3.81    4.76    0.00    0.00   34.29
17:04:24      10   37.25    0.00   12.75    5.88    0.00    3.92    4.90    0.00    0.00   35.29
17:04:24      11   44.55    0.00   18.81    2.97    0.00    1.98    3.96    0.00    0.00   27.72
17:04:24      12   45.71    0.00   23.81    0.00    0.00    0.95    3.81    0.00    0.00   25.71
17:04:24      13   51.92    0.00    9.62    0.00    0.00    1.92    2.88    0.00    0.00   33.65
17:04:24      14   53.92    0.00   14.71    0.00    0.00    2.94    3.92    0.00    0.00   24.51
17:04:24      15   47.52    0.00   19.80    0.00    0.00    3.96    3.96    0.00    0.00   24.75

17:04:24     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:25     all   44.90    0.00   14.99    1.47    0.00    4.36    5.34    0.00    0.00   28.93
17:04:25       0   51.46    0.00   12.62    1.94    0.00    6.80    4.85    0.00    0.00   22.33
17:04:25       1   36.27    0.00   14.71    3.92    0.00    9.80    4.90    0.00    0.00   30.39
17:04:25       2   45.19    0.00   18.27    0.00    0.00    6.73    5.77    0.00    0.00   24.04
17:04:25       3   33.33    0.00   14.29    7.62    0.00    5.71    7.62    0.00    0.00   31.43
17:04:25       4   34.00    0.00   19.00    6.00    0.00    5.00    6.00    0.00    0.00   30.00
17:04:25       5   38.61    0.00   14.85    0.99    0.00    8.91    4.95    0.00    0.00   31.68
17:04:25       6   54.90    0.00   14.71    0.00    0.00    4.90    3.92    0.00    0.00   21.57
17:04:25       7   45.00    0.00    7.00    0.00    0.00    5.00    5.00    0.00    0.00   38.00
17:04:25       8   51.96    0.00   13.73    0.00    0.00    1.96    4.90    0.00    0.00   27.45
17:04:25       9   47.12    0.00   14.42    0.00    0.00    1.92    5.77    0.00    0.00   30.77
17:04:25      10   36.54    0.00   19.23    0.96    0.00    1.92    6.73    0.00    0.00   34.62
17:04:25      11   48.54    0.00   16.50    0.97    0.00    0.97    4.85    0.00    0.00   28.16
17:04:25      12   43.43    0.00   16.16    1.01    0.00    3.03    6.06    0.00    0.00   30.30
17:04:25      13   61.62    0.00    7.07    0.00    0.00    4.04    3.03    0.00    0.00   24.24
17:04:25      14   50.00    0.00   18.75    0.00    0.00    0.00    5.21    0.00    0.00   26.04
17:04:25      15   41.35    0.00   18.27    0.00    0.00    2.88    5.77    0.00    0.00   31.73

17:04:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:26     all   40.94    0.00   15.97    1.54    0.00    5.67    3.82    0.00    0.00   32.06
17:04:26       0   37.86    0.00   16.50    3.88    0.00    2.91    4.85    0.00    0.00   33.98
17:04:26       1   49.50    0.00    7.92    0.00    0.00   13.86    2.97    0.00    0.00   25.74
17:04:26       2   46.00    0.00   15.00    0.00    0.00    7.00    4.00    0.00    0.00   28.00
17:04:26       3   34.31    0.00   15.69    4.90    0.00    8.82    4.90    0.00    0.00   31.37
17:04:26       4   39.00    0.00   18.00    0.00    0.00    7.00    3.00    0.00    0.00   33.00
17:04:26       5   34.65    0.00   17.82    2.97    0.00    7.92    3.96    0.00    0.00   32.67
17:04:26       6   46.00    0.00   14.00    0.00    0.00    6.00    4.00    0.00    0.00   30.00
17:04:26       7   31.37    0.00   14.71    0.00    0.00   11.76    3.92    0.00    0.00   38.24
17:04:26       8   34.34    0.00   21.21    9.09    0.00    2.02    3.03    0.00    0.00   30.30
17:04:26       9   37.37    0.00   13.13    0.00    0.00    3.03    5.05    0.00    0.00   41.41
17:04:26      10   45.63    0.00   12.62    1.94    0.00    2.91    3.88    0.00    0.00   33.01
17:04:26      11   35.85    0.00   18.87    0.00    0.00    2.83    3.77    0.00    0.00   38.68
17:04:26      12   35.92    0.00   23.30    0.00    0.00    3.88    3.88    0.00    0.00   33.01
17:04:26      13   56.00    0.00   13.00    0.00    0.00    4.00    3.00    0.00    0.00   24.00
17:04:26      14   44.66    0.00   21.36    0.00    0.00    3.88    3.88    0.00    0.00   26.21
17:04:26      15   47.00    0.00   12.00    2.00    0.00    3.00    3.00    0.00    0.00   33.00

17:04:26     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:27     all   42.65    0.00   14.32    1.88    0.00    4.13    3.19    0.00    0.00   33.83
17:04:27       0   38.38    0.00   12.12    3.03    0.00    6.06    3.03    0.00    0.00   37.37
17:04:27       1   35.05    0.00   20.62    0.00    0.00    9.28    3.09    0.00    0.00   31.96
17:04:27       2   53.54    0.00   10.10    0.00    0.00    2.02    4.04    0.00    0.00   30.30
17:04:27       3   39.22    0.00   13.73    2.94    0.00   15.69    1.96    0.00    0.00   26.47
17:04:27       4   60.20    0.00    9.18    0.00    0.00    6.12    2.04    0.00    0.00   22.45
17:04:27       5   40.86    0.00   16.13    0.00    0.00    3.23    3.23    0.00    0.00   36.56
17:04:27       6   28.57    0.00   26.53    0.00    0.00    8.16    3.06    0.00    0.00   33.67
17:04:27       7   40.59    0.00   13.86    0.00    0.00    2.97    3.96    0.00    0.00   38.61
17:04:27       8   23.96    0.00   14.58   11.46    0.00    3.12    4.17    0.00    0.00   42.71
17:04:27       9   50.00    0.00    6.73    0.00    0.00    0.96    3.85    0.00    0.00   38.46
17:04:27      10   42.16    0.00   17.65    1.96    0.00    0.00    3.92    0.00    0.00   34.31
17:04:27      11   40.82    0.00   11.22    3.06    0.00    2.04    2.04    0.00    0.00   40.82
17:04:27      12   46.30    0.00   16.67    0.00    0.00    0.93    2.78    0.00    0.00   33.33
17:04:27      13   35.35    0.00   17.17    4.04    0.00    1.01    4.04    0.00    0.00   38.38
17:04:27      14   61.39    0.00    7.92    0.99    0.00    2.97    1.98    0.00    0.00   24.75
17:04:27      15   44.23    0.00   15.38    2.88    0.00    1.92    3.85    0.00    0.00   31.73

17:04:27     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:28     all   40.05    0.00   14.52    1.79    0.00    4.70    6.98    0.00    0.00   31.95
17:04:28       0   35.71    0.00   15.31    0.00    0.00    9.18    7.14    0.00    0.00   32.65
17:04:28       1   43.43    0.00   15.15    0.00    0.00    3.03    8.08    0.00    0.00   30.30
17:04:28       2   44.76    0.00    9.52    1.90    0.00    6.67    6.67    0.00    0.00   30.48
17:04:28       3   42.72    0.00   15.53    0.97    0.00   11.65    3.88    0.00    0.00   25.24
17:04:28       4   45.45    0.00   15.15    0.00    0.00    7.07    9.09    0.00    0.00   23.23
17:04:28       5   36.89    0.00   14.56    0.97    0.00    3.88    6.80    0.00    0.00   36.89
17:04:28       6   35.35    0.00   23.23    2.02    0.00    6.06    7.07    0.00    0.00   26.26
17:04:28       7   32.00    0.00   14.00    3.00    0.00    7.00    7.00    0.00    0.00   37.00
17:04:28       8   37.50    0.00   13.46    0.96    0.00    1.92    8.65    0.00    0.00   37.50
17:04:28       9   34.69    0.00   10.20    7.14    0.00    2.04    8.16    0.00    0.00   37.76
17:04:28      10   51.46    0.00   12.62    0.97    0.00    3.88    5.83    0.00    0.00   25.24
17:04:28      11   36.89    0.00   15.53    4.85    0.00    3.88    7.77    0.00    0.00   31.07
17:04:28      12   38.61    0.00   16.83    2.97    0.00    1.98    5.94    0.00    0.00   33.66
17:04:28      13   33.66    0.00   14.85    2.97    0.00    2.97    6.93    0.00    0.00   38.61
17:04:28      14   40.59    0.00   16.83    0.00    0.00    1.98    6.93    0.00    0.00   33.66
17:04:28      15   50.50    0.00    9.90    0.00    0.00    1.98    5.94    0.00    0.00   31.68

17:04:28     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:29     all   37.25    0.00   12.91    1.78    0.00    4.45    1.78    0.00    0.00   41.83
17:04:29       0   28.26    0.00    8.70    0.00    0.00    5.43    2.17    0.00    0.00   55.43
17:04:29       1   39.39    0.00    6.06    3.03    0.00    8.08    1.01    0.00    0.00   42.42
17:04:29       2   31.96    0.00    9.28    5.15    0.00    8.25    2.06    0.00    0.00   43.30
17:04:29       3   23.00    0.00   18.00    0.00    0.00    6.00    2.00    0.00    0.00   51.00
17:04:29       4   28.28    0.00   26.26   10.10    0.00    5.05    2.02    0.00    0.00   28.28
17:04:29       5   50.00    0.00    8.70    0.00    0.00    7.61    1.09    0.00    0.00   32.61
17:04:29       6   36.36    0.00   14.14    6.06    0.00   11.11    1.01    0.00    0.00   31.31
17:04:29       7   41.00    0.00   10.00    0.00    0.00    7.00    2.00    0.00    0.00   40.00
17:04:29       8   39.18    0.00   10.31    1.03    0.00    2.06    2.06    0.00    0.00   45.36
17:04:29       9   42.57    0.00    5.94    0.00    0.00    2.97    1.98    0.00    0.00   46.53
17:04:29      10   44.21    0.00   10.53    0.00    0.00    1.05    2.11    0.00    0.00   42.11
17:04:29      11   43.14    0.00   16.67    0.98    0.00    0.98    1.96    0.00    0.00   36.27
17:04:29      12   46.08    0.00    9.80    1.96    0.00    1.96    1.96    0.00    0.00   38.24
17:04:29      13   23.76    0.00   19.80    0.00    0.00    1.98    1.98    0.00    0.00   52.48
17:04:29      14   41.41    0.00   15.15    0.00    0.00    1.01    1.01    0.00    0.00   41.41
17:04:29      15   37.76    0.00   16.33    0.00    0.00    1.02    2.04    0.00    0.00   42.86

17:04:29     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:04:30     all   35.30    0.00   13.92    1.60    0.00    4.99    3.39    0.00    0.00   40.79
17:04:30       0   35.64    0.00   10.89    0.99    0.00    6.93    3.96    0.00    0.00   41.58
17:04:30       1   28.71    0.00   15.84    0.00    0.00    9.90    3.96    0.00    0.00   41.58
17:04:30       2   30.39    0.00   17.65    1.96    0.00    4.90    3.92    0.00    0.00   41.18
17:04:30       3   37.25    0.00   20.59    1.96    0.00    6.86    2.94    0.00    0.00   30.39
17:04:30       4   38.00    0.00    8.00    1.00    0.00    4.00    4.00    0.00    0.00   45.00
17:04:30       5   34.00    0.00   11.00    0.00    0.00   11.00    3.00    0.00    0.00   41.00
17:04:30       6   39.81    0.00   15.53    3.88    0.00    5.83    3.88    0.00    0.00   31.07
17:04:30       7   29.25    0.00   10.38    2.83    0.00    8.49    3.77    0.00    0.00   45.28
17:04:30       8   33.98    0.00   13.59    1.94    0.00    2.91    3.88    0.00    0.00   43.69
17:04:30       9   37.11    0.00    9.28    1.03    0.00    5.15    2.06    0.00    0.00   45.36
17:04:30      10   33.33    0.00   19.79    4.17    0.00    1.04    3.12    0.00    0.00   38.54
17:04:30      11   28.57    0.00   19.39    3.06    0.00    1.02    4.08    0.00    0.00   43.88
17:04:30      12   38.46    0.00   12.50    1.92    0.00    3.85    2.88    0.00    0.00   40.38
17:04:30      13   37.86    0.00   13.59    0.00    0.00    2.91    2.91    0.00    0.00   42.72
17:04:30      14   26.47    0.00   16.67    0.00    0.00    1.96    2.94    0.00    0.00   51.96
17:04:30      15   55.24    0.00    8.57    0.95    0.00    2.86    2.86    0.00    0.00   29.52

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   44.21    0.00   15.53    1.57    0.00    5.06    4.88    0.00    0.00   28.75
Average:       0   39.55    0.00   15.94    1.58    0.00    7.21    5.37    0.00    0.00   30.36
Average:       1   45.29    0.00   14.13    1.16    0.00    7.72    4.56    0.00    0.00   27.14
Average:       2   43.77    0.00   16.03    1.40    0.00    6.71    5.14    0.00    0.00   26.94
Average:       3   41.02    0.00   15.85    1.72    0.00    7.58    4.83    0.00    0.00   29.01
Average:       4   44.75    0.00   14.49    1.94    0.00    7.20    4.89    0.00    0.00   26.74
Average:       5   41.29    0.00   15.30    1.81    0.00    8.29    4.96    0.00    0.00   28.35
Average:       6   43.28    0.00   16.09    2.17    0.00    8.63    4.68    0.00    0.00   25.15
Average:       7   42.31    0.00   12.88    0.69    0.00    8.67    4.71    0.00    0.00   30.74
Average:       8   47.08    0.00   14.66    1.39    0.00    2.62    4.78    0.00    0.00   29.46
Average:       9   45.19    0.00   14.07    1.23    0.00    2.52    5.18    0.00    0.00   31.82
Average:      10   45.89    0.00   16.12    1.81    0.00    2.04    4.88    0.00    0.00   29.26
Average:      11   44.81    0.00   16.85    2.24    0.00    2.04    4.94    0.00    0.00   29.13
Average:      12   47.76    0.00   15.94    1.13    0.00    2.32    4.58    0.00    0.00   28.26
Average:      13   43.32    0.00   17.46    1.74    0.00    2.34    5.21    0.00    0.00   29.94
Average:      14   44.45    0.00   16.81    1.97    0.00    2.47    4.83    0.00    0.00   29.48
Average:      15   47.62    0.00   15.94    1.20    0.00    2.57    4.57    0.00    0.00   28.11
